款式编号,款式名称,款式性别,产品线,款式分类,审核状态,是否定制,可做镶口,可做材质,材质颜色
KLPW017693,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW017166,18K玫瑰金 吊坠 一网情深,女,K金,吊坠,已审核,是,0,18K,玫瑰金
KLPW016257,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLRW016252,月光石女戒,女,其它,女戒,已审核,是,0,18K|PT950,分色|玫瑰金|黄|白
KLPW016174,金风玉露,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW016157,喜逢甘露-希冀,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW016154,喜逢甘露-相信,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW016153,喜逢甘露-如愿,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW016010,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW015986,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW015975,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW015843,PT950铂金吊坠  爱的启明星 ,女,PT,吊坠,已审核,是,0,PT950,白
KLDW015842,铂金耳钉结伴,女,PT,耳饰,已审核,是,0,PT950,白
KLPW015841,PT950铂金吊坠 心跳 ,女,PT,吊坠,已审核,是,0,PT950,白
KLPW015840,铂金吊坠,女,PT,吊坠,已审核,是,0,PT950,白
KLPW015839,铂金吊坠 夏影,女,PT,吊坠,已审核,是,0,PT950,白
KLPW015786,碧水之澜,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW015751,18K白金粉晶吊坠 群镶款 缤纷甜心,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW015750,18K黄金 水晶吊坠 群镶款 甜蜜果萃,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW015747,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW015477,恬静,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW015300,喜爱-守候,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW015293,喜爱-梦,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW015264,18k吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW015020,心房,女,K金,吊坠,已审核,是,0,18K,分色|玫瑰金|黄|白|玫瑰黄|玫瑰白|黄白
KLNW014944,水波纹,女,普通黄金,项链,已审核,是,0,18K|PT950,黄
KLPW014890,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014888,吊坠,女,其它,吊坠,已审核,是,0,18K|PT950,白
KLPW014886,花韵,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014881,蓝色缪斯,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014878,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014877,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014876,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014874,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014873,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014872,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014869,吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014866,吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014863,宫廷风情,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014859,朗月照花,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014858,璀恋,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014857,璀恋,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014856,缠心,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014855,缠心,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014852,吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014851,吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014843,专属情意,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014842,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014841,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014820,18K白金 钻石吊坠 石榴裙,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014661,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014657,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014656,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014655,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014651,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014649,心漩 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014648,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014647,18K金白色 大溪地黑珍珠吊坠 云水谣,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014646,18K金白色 大溪地黑珍珠吊坠 幽兰,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014645,18K金白色 大溪地黑珍珠吊坠 情缘,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014644,情定地中海 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014641,珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014640,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014638,珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014631,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014627,18K金白色 大溪地黑珍珠吊坠 寓言,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014626,18K金白色 大溪地黑珍珠吊坠 缘定今生,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014625,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014620,珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014619,相融,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014618,天使泪 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014616,魔法之恋,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014615,珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014614,18K金白色 大溪地黑珍珠吊坠 海之吻 ,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014613,心韵 大溪地黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014612,18K金白色 大溪地黑珍珠吊坠 心动,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014611,婉转,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014610,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014609,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014608,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014607,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014606,珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014604,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014603,珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014602,丝语,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLNW014601,珍珠吊坠,女,珍珠,项链,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014600,珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014599,珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014596,珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW014595,珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014485,18K玫瑰金吊坠 扣印心情,女,K金,吊坠,已审核,是,0,18K,玫瑰金
KLPW014484,18K玫瑰金吊坠 扣如心弦,女,K金,吊坠,已审核,是,0,18K,玫瑰金
KLPW014474,18K玫瑰金吊坠 心之恋语,女,K金,吊坠,已审核,是,0,18K,玫瑰金
KLPW014458,喜爱-清雅,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014420,18K白金 5分/0.05ct 群镶款钻石吊坠 狮子座,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014412,18K白金 8分/0.08ct 群镶款钻石吊坠 天蝎座,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014379,夏日泡泡-欢乐无忧,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014370,心锁-尘封,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW014210,心动十分,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014192,唯一,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014187,达芙妮的眼泪-黄钻,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLRW014179,三生石的记忆-黄钻,女,钻石,女戒,已审核,是,0,18K|PT950,分色|玫瑰金|黄|白
KLRW014172,容华-黄钻,女,钻石,女戒,已审核,是,0,18K|PT950,分色|玫瑰金|黄|白
KLPW014164,伊莉莎白的秘密,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014163,筑爱项链-黄钻,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW014048,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014046,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014045,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014044,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014043,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014042,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014041,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014040,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014039,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014038,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014037,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW014036,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013991,翡翠吊坠 葫芦,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013990,翡翠吊坠 葫芦,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW013978,心愿袋-心影,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013804,春晓-小荷,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW013803,春晓-青豌豆,女,宝石,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW013721,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW013718,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW013716,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW013706,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLDW013698,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLPW013665,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013664,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013663,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013659,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013658,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013655,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013652,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013651,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013647,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013646,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013645,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLPW013644,翡翠吊坠,女,宝石,吊坠,已审核,是,0,18K|PT950,玫瑰黄|玫瑰白|黄白|分色
KLDW013591,繁星,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW013457,吊坠,女,钻石,吊坠,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLZW013442,18K金白色 大溪地黑珍珠耳坠 丽质 ,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLZW013441,白18K金 海水珍珠耳饰 唯美,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW013414,18K白金黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW013413,18K白金黑珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW013412,18K黄金南洋金珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW013411,18K黄金南洋金珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLZW013407,18K白金黑珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW013402,18K白金海水珍珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW013401,18K金白色 大溪地黑珍珠吊坠 心尚,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLZW013399,18K黄金南洋金珠耳钉,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW013398,18K金白色 大溪地黑珍珠吊坠 焰丽,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLDW013303,耳钉,女,钻石,耳饰,已审核,是,0,18K|PT950,白|玫瑰金|黄|玫瑰白|玫瑰黄|黄白|分色
KLNW013024,18K白金项链 低调美,女,K金,项链,已审核,是,0,18K,白
KLNW013023,18K玫瑰金项链 抽象美,女,K金,项链,已审核,是,0,18K,玫瑰金
KLNW013022,18K白金项链 淡然,女,K金,项链,已审核,是,0,18K,白
KLNW013021,光耀,女,K金,项链,已审核,是,0,18K,黄|白|玫瑰金
KLNW013019,18K白金项链 古典,女,K金,项链,已审核,是,0,18K,白
KLNW013018,18K白金 项链 婉约,女,K金,项链,已审核,是,0,18K,白
KLNW013017,18K白金项链 花样年华,女,K金,项链,已审核,是,0,18K,白
KLNW013014,玫瑰之恋,女,K金,项链,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLNW013013,18K玫瑰金项链 相映,女,K金,项链,已审核,是,0,18K,玫瑰金
KLNW013011,精巧,女,K金,项链,已审核,是,0,18K,黄|白|玫瑰金
KLNW013010,18K彩金项链 绚丽,女,K金,项链,已审核,是,0,18K,彩金
KLNW013009,甜蜜,女,K金,项链,已审核,是,0,18K,黄|白|玫瑰金
KLNW013008,缤纷,女,K金,项链,已审核,是,0,18K,黄|白|玫瑰金
KLNW013007,18K玫瑰金项链 灵动,女,K金,项链,已审核,是,0,18K,玫瑰金
KLNW013004,18K彩金项链 圆圆 黄珠仔,女,K金,项链,已审核,是,0,18K,彩金
KLNW013001,18K白金项链 肖邦链 16寸40-42CM,女,K金,项链,已审核,是,0,18K,白
KLNW013000,18K白金项链 玲珑,女,K金,项链,已审核,是,0,18K,白
KLNW012998,18K黄 项链 闪O字链   18寸43-45CM,女,K金,项链,已审核,是,0,18K,黄
KLNW012996,18K玫瑰金 项链 小闪O字链  18寸43-45CM,女,K金,项链,已审核,是,0,18K,玫瑰金
KLNW012995,18K白金项链 简约 闪O链  16寸42CM,女,K金,项链,已审核,是,0,18K,彩金
KLNW012994,18K白金项链 光耀 闪o链,女,K金,项链,已审核,是,0,18K,白
KLNW012992,18K白金 项链 光辉 双排立体瓦片链,女,K金,项链,已审核,是,0,18K,白
KLNX012991,18K白金项链 活泼,中性,K金,项链,已审核,是,0,18K,白
KLNW012990,18K玫瑰金项链 流连 双排立体瓦片链,女,K金,项链,已审核,是,0,18K,玫瑰金
KLNW012988,18K白金项链 低调美 ,女,K金,项链,已审核,是,0,18K,白
KLZW012973,18K金白色 大溪地黑珍珠耳坠 沉迷,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLZW012972,白18K金 海水珍珠耳饰 秋水伊人,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW012968,18K金黄色 群镶款  南洋海水金珍珠吊坠 南海回忆,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW012967,凝聚的时光 天然海水珍珠吊坠,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW012965,白18K金 海水珍珠吊坠 回眸,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLZW012950,18K金白色 大溪地黑珍珠耳坠 咏爱,女,珍珠,耳饰,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLOX012739,粗型闪o链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012737,低调美 40cm田字三行链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012736,光耀 45cm闪o链,中性,配件,套装,已审核,是,0,18K|PT950,按图做
KLOX012732,18K 黄金 盒子链  XL5118014NYY,中性,K金,套装,已审核,是,0,18K,黄
KLPW012684,珍简-水滴型,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
KLPW012678,18K玫瑰金吊坠 玫瑰の恋,女,K金,吊坠,已审核,是,0,18K,玫瑰金
KLPW012677,18K白金吊坠 圈绕,女,K金,吊坠,已审核,是,0,18K,白
KLPW012676,18K彩金吊坠 蝶舞,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW012675,18K玫瑰金吊坠 心动 ,女,K金,吊坠,已审核,是,0,18K,玫瑰金
KLZW012674,18K彩金耳坠 雅丽の爱,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW012673,18K彩金耳坠 趣乐,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW012672,18K玫瑰金耳坠 优雅の美,女,K金,耳饰,已审核,是,0,18K,玫瑰金
KLDW012671,珠圆玉润-玫瑰金色,女,K金,耳饰,已审核,是,0,18K,玫瑰金
KLDW012670,心の彼岸-白金,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLDW012669,恋如心弦,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW012668,唯恋,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLDW012667,愉心,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW012666,心如夏花,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW012665,心心相扣,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW012664,精简-玫瑰金,女,K金,耳饰,已审核,是,0,18K,玫瑰金
KLDW012663,小脚丫,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLDW012662,心窝,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW012661,快乐音符,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW012660,听弦,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW012658,18K彩金耳坠 梦想の乐,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW012657,心花,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW012655,幸运小花--已作废,女,K金,耳饰,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLZW012654,18K玫瑰金耳钉 玫瑰恋,女,K金,耳饰,已审核,是,0,18K,玫瑰金
KLZW012653,婀娜,女,K金,耳饰,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLZW012652,欢乐小环,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW012649,简爱,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW012648,18K彩金耳坠 璨爱,女,K金,耳饰,已审核,是,0,18K,彩金
KLPW012646,18K彩金吊坠 戏蝶,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW012645,18K玫瑰金吊坠 萦心,女,K金,吊坠,已审核,是,0,18K,玫瑰金
KLPW012644,爱心小熊,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW012643,蝶恋花,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW012642,18K彩金吊坠 海の歌,女,K金,吊坠,已审核,是,0,18K,彩金
KLPW012641,18K彩金吊坠 娇逸,女,K金,吊坠,已审核,是,0,18K,彩金
KLDW012640,珠圆玉润-白金,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLDW012639,简雅-白金,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLDW012638,心の彼岸-玫瑰金,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLDW012637,心飞翔,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW012636,牵挂,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLDW012635,心芽,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLDW012634,绚丽星空,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW012632,精简-白金,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLDW012631,旋彩,女,K金,耳饰,已审核,是,0,18K,彩金
KLDW012630,18K白金耳钉 心の花,女,K金,耳饰,已审核,是,0,18K,白|黄|玫瑰金
KLPW012629,至心,女,K金,吊坠,已审核,是,0,18K,彩金
KLHW012627,绝雅佳人-舞动,女,K金,耳饰,已审核,是,0,18K,彩金
KLHW012626,绝雅佳人,女,K金,耳饰,已审核,是,0,18K,彩金
KLZW012623,丽雅佳人--已作废,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLZW012621,18K彩金耳坠 叮当花,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLZW012618,星愿,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLZW012617,夏日风情,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLPW012614,18K玫瑰金吊坠 醉心,女,K金,吊坠,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金
KLPW012613,蝶戏,女,K金,吊坠,已审核,是,0,18K,黄|白|玫瑰金
KLDW012602,心翼,女,K金,耳饰,已审核,是,0,18K,黄|白|玫瑰金
KLDW012598,18K玫瑰金耳钉 简雅,女,K金,耳饰,已审核,是,0,18K,玫瑰黄|玫瑰白|黄白|分色|黄|白|玫瑰金|彩金
KLPW012545,18K金白色 大溪地黑珍珠吊坠 情牵一线,女,珍珠,吊坠,已审核,是,0,18K|PT950,黄|白|玫瑰金
